,patient,accuracy,bands
415,14,1.0,10-12Hz
416,14,0.9833333333333333,10-12Hz
417,14,0.9666666666666667,10-12Hz
418,14,0.9833333333333333,10-12Hz
419,14,0.95,10-12Hz
420,15,0.7192982456140351,6-30Hz
421,15,0.6666666666666666,6-30Hz
422,15,0.6491228070175439,6-30Hz
423,15,0.6140350877192983,6-30Hz
424,15,0.5789473684210527,6-30Hz
425,15,0.6666666666666666,6-30Hz
426,15,0.6842105263157895,6-30Hz
427,15,0.5789473684210527,6-30Hz
428,15,0.5789473684210527,6-30Hz
429,15,0.5789473684210527,6-30Hz
430,15,0.7719298245614035,9-14Hz
431,15,0.7017543859649122,9-14Hz
432,15,0.7192982456140351,9-14Hz
433,15,0.7192982456140351,9-14Hz
434,15,0.7192982456140351,9-14Hz
435,15,0.7719298245614035,9-14Hz
436,15,0.7719298245614035,9-14Hz
437,15,0.7192982456140351,9-14Hz
438,15,0.7894736842105263,9-14Hz
439,15,0.7543859649122807,9-14Hz
440,15,0.7543859649122807,10-12Hz
441,15,0.7017543859649122,10-12Hz
442,15,0.7017543859649122,10-12Hz
443,15,0.6666666666666666,10-12Hz
444,15,0.631578947368421,10-12Hz
445,15,0.7017543859649122,10-12Hz
446,15,0.6666666666666666,10-12Hz
447,15,0.6491228070175439,10-12Hz
448,15,0.7192982456140351,10-12Hz
449,15,0.6842105263157895,10-12Hz
450,16,0.55,6-30Hz
451,16,0.5166666666666667,6-30Hz
452,16,0.5166666666666667,6-30Hz
453,16,0.5166666666666667,6-30Hz
454,16,0.5833333333333334,6-30Hz
455,16,0.6,6-30Hz
456,16,0.5166666666666667,6-30Hz
457,16,0.6166666666666667,6-30Hz
458,16,0.5666666666666667,6-30Hz
459,16,0.5666666666666667,6-30Hz
460,16,0.6333333333333333,9-14Hz
461,16,0.6166666666666667,9-14Hz
462,16,0.6,9-14Hz
463,16,0.48333333333333334,9-14Hz
464,16,0.5333333333333333,9-14Hz
465,16,0.6166666666666667,9-14Hz
466,16,0.5,9-14Hz
467,16,0.6333333333333333,9-14Hz
468,16,0.6166666666666667,9-14Hz
469,16,0.65,9-14Hz
470,16,0.45,10-12Hz
471,16,0.6166666666666667,10-12Hz
472,16,0.7,10-12Hz
473,16,0.45,10-12Hz
474,16,0.6,10-12Hz
475,16,0.6333333333333333,10-12Hz
476,16,0.5333333333333333,10-12Hz
477,16,0.6,10-12Hz
478,16,0.6,10-12Hz
479,16,0.6333333333333333,10-12Hz
480,17,0.4666666666666667,6-30Hz
481,17,0.55,6-30Hz
482,17,0.43333333333333335,6-30Hz
483,17,0.4666666666666667,6-30Hz
484,17,0.4166666666666667,6-30Hz
485,17,0.4166666666666667,6-30Hz
486,17,0.45,6-30Hz
487,17,0.36666666666666664,6-30Hz
488,17,0.4,6-30Hz
489,17,0.5166666666666667,6-30Hz
490,17,0.4666666666666667,9-14Hz
491,17,0.5166666666666667,9-14Hz
492,17,0.43333333333333335,9-14Hz
493,17,0.45,9-14Hz
494,17,0.4166666666666667,9-14Hz
495,17,0.38333333333333336,9-14Hz
496,17,0.31666666666666665,9-14Hz
497,17,0.45,9-14Hz
498,17,0.5333333333333333,9-14Hz
499,17,0.5,9-14Hz
500,17,0.48333333333333334,10-12Hz
501,17,0.6,10-12Hz
502,17,0.45,10-12Hz
503,17,0.4,10-12Hz
504,17,0.4666666666666667,10-12Hz
505,17,0.5166666666666667,10-12Hz
506,17,0.43333333333333335,10-12Hz
507,17,0.45,10-12Hz
508,17,0.45,10-12Hz
509,17,0.48333333333333334,10-12Hz
510,18,0.7166666666666667,6-30Hz
511,18,0.7333333333333333,6-30Hz
512,18,0.55,6-30Hz
513,18,0.65,6-30Hz
514,18,0.5833333333333334,6-30Hz
515,18,0.7,6-30Hz
516,18,0.65,6-30Hz
517,18,0.6333333333333333,6-30Hz
518,18,0.6333333333333333,6-30Hz
519,18,0.6333333333333333,6-30Hz
520,18,0.6166666666666667,9-14Hz
521,18,0.65,9-14Hz
522,18,0.5666666666666667,9-14Hz
523,18,0.7166666666666667,9-14Hz
524,18,0.5,9-14Hz
525,18,0.7166666666666667,9-14Hz
526,18,0.7333333333333333,9-14Hz
527,18,0.65,9-14Hz
528,18,0.7333333333333333,9-14Hz
529,18,0.5833333333333334,9-14Hz
530,18,0.5666666666666667,10-12Hz
531,18,0.6666666666666666,10-12Hz
532,18,0.4666666666666667,10-12Hz
533,18,0.65,10-12Hz
534,18,0.55,10-12Hz
535,18,0.7166666666666667,10-12Hz
536,18,0.6833333333333333,10-12Hz
537,18,0.5666666666666667,10-12Hz
538,18,0.6166666666666667,10-12Hz
539,18,0.5833333333333334,10-12Hz
540,19,0.7954545454545454,6-30Hz
541,19,0.6818181818181818,6-30Hz
542,19,0.6590909090909091,6-30Hz
543,19,0.6363636363636364,6-30Hz
544,19,0.7272727272727273,6-30Hz
545,19,0.6363636363636364,6-30Hz
546,19,0.5454545454545454,6-30Hz
547,19,0.5909090909090909,6-30Hz
548,19,0.6363636363636364,6-30Hz
549,19,0.5681818181818182,6-30Hz
550,19,0.7272727272727273,9-14Hz
551,19,0.7272727272727273,9-14Hz
552,19,0.6818181818181818,9-14Hz
553,19,0.6818181818181818,9-14Hz
554,19,0.7045454545454546,9-14Hz
555,19,0.6818181818181818,9-14Hz
556,19,0.5454545454545454,9-14Hz
557,19,0.5681818181818182,9-14Hz
558,19,0.6818181818181818,9-14Hz
559,19,0.6818181818181818,9-14Hz
560,19,0.6818181818181818,10-12Hz
561,19,0.7727272727272727,10-12Hz
562,19,0.7954545454545454,10-12Hz
563,19,0.6590909090909091,10-12Hz
564,19,0.5909090909090909,10-12Hz
565,19,0.5909090909090909,10-12Hz
566,19,0.6136363636363636,10-12Hz
567,19,0.6363636363636364,10-12Hz
568,19,0.6818181818181818,10-12Hz
569,19,0.6818181818181818,10-12Hz
570,20,0.6538461538461539,6-30Hz
571,20,0.6153846153846154,6-30Hz
572,20,0.8461538461538461,6-30Hz
573,20,0.7692307692307693,6-30Hz
574,20,0.7307692307692307,6-30Hz
575,20,0.7307692307692307,6-30Hz
576,20,0.6153846153846154,6-30Hz
577,20,0.6923076923076923,6-30Hz
578,20,0.7307692307692307,6-30Hz
579,20,0.7307692307692307,6-30Hz
580,20,0.7692307692307693,9-14Hz
581,20,0.6923076923076923,9-14Hz
582,20,0.8076923076923077,9-14Hz
583,20,0.6923076923076923,9-14Hz
584,20,0.7692307692307693,9-14Hz
585,20,0.6923076923076923,9-14Hz
586,20,0.7307692307692307,9-14Hz
587,20,0.6923076923076923,9-14Hz
588,20,0.8076923076923077,9-14Hz
589,20,0.8076923076923077,9-14Hz
590,20,0.7307692307692307,10-12Hz
591,20,0.8076923076923077,10-12Hz
592,20,0.8461538461538461,10-12Hz
593,20,0.8076923076923077,10-12Hz
594,20,0.7692307692307693,10-12Hz
595,20,0.8076923076923077,10-12Hz
596,20,0.6538461538461539,10-12Hz
597,20,0.6538461538461539,10-12Hz
598,20,0.7307692307692307,10-12Hz
599,20,0.8076923076923077,10-12Hz
600,21,0.7166666666666667,6-30Hz
601,21,0.7666666666666667,6-30Hz
602,21,0.7166666666666667,6-30Hz
603,21,0.8333333333333334,6-30Hz
604,21,0.8,6-30Hz
605,21,0.75,6-30Hz
606,21,0.7666666666666667,6-30Hz
607,21,0.7833333333333333,6-30Hz
608,21,0.6333333333333333,6-30Hz
609,21,0.75,6-30Hz
610,21,0.8166666666666667,9-14Hz
611,21,0.7666666666666667,9-14Hz
612,21,0.7166666666666667,9-14Hz
613,21,0.85,9-14Hz
614,21,0.8166666666666667,9-14Hz
615,21,0.7833333333333333,9-14Hz
616,21,0.7833333333333333,9-14Hz
617,21,0.75,9-14Hz
618,21,0.7166666666666667,9-14Hz
619,21,0.75,9-14Hz
620,21,0.7,10-12Hz
621,21,0.6833333333333333,10-12Hz
622,21,0.6166666666666667,10-12Hz
623,21,0.75,10-12Hz
624,21,0.7166666666666667,10-12Hz
625,21,0.8166666666666667,10-12Hz
626,21,0.7333333333333333,10-12Hz
627,21,0.7166666666666667,10-12Hz
628,21,0.6833333333333333,10-12Hz
629,21,0.7166666666666667,10-12Hz
630,22,0.65,6-30Hz
631,22,0.7333333333333333,6-30Hz
632,22,0.7166666666666667,6-30Hz
633,22,0.75,6-30Hz
634,22,0.6333333333333333,6-30Hz
635,22,0.7,6-30Hz
636,22,0.7666666666666667,6-30Hz
637,22,0.6666666666666666,6-30Hz
638,22,0.6833333333333333,6-30Hz
639,22,0.6833333333333333,6-30Hz
640,22,0.7333333333333333,9-14Hz
641,22,0.7833333333333333,9-14Hz
642,22,0.7166666666666667,9-14Hz
643,22,0.7833333333333333,9-14Hz
644,22,0.7,9-14Hz
645,22,0.7166666666666667,9-14Hz
646,22,0.85,9-14Hz
647,22,0.7166666666666667,9-14Hz
648,22,0.75,9-14Hz
649,22,0.75,9-14Hz
650,22,0.7833333333333333,10-12Hz
651,22,0.8166666666666667,10-12Hz
652,22,0.6666666666666666,10-12Hz
653,22,0.8166666666666667,10-12Hz
654,22,0.7666666666666667,10-12Hz
655,22,0.8166666666666667,10-12Hz
656,22,0.8333333333333334,10-12Hz
657,22,0.7,10-12Hz
658,22,0.7333333333333333,10-12Hz
659,22,0.8166666666666667,10-12Hz
660,23,0.7288135593220338,6-30Hz
661,23,0.7796610169491526,6-30Hz
662,23,0.8135593220338984,6-30Hz
663,23,0.8135593220338984,6-30Hz
664,23,0.7966101694915254,6-30Hz
665,23,0.847457627118644,6-30Hz
666,23,0.7966101694915254,6-30Hz
667,23,0.864406779661017,6-30Hz
668,23,0.7796610169491526,6-30Hz
669,23,0.7627118644067796,6-30Hz
670,23,0.711864406779661,9-14Hz
671,23,0.7796610169491526,9-14Hz
672,23,0.711864406779661,9-14Hz
673,23,0.8135593220338984,9-14Hz
674,23,0.864406779661017,9-14Hz
675,23,0.7966101694915254,9-14Hz
676,23,0.7966101694915254,9-14Hz
677,23,0.7796610169491526,9-14Hz
678,23,0.8305084745762712,9-14Hz
679,23,0.864406779661017,9-14Hz
680,23,0.5932203389830508,10-12Hz
681,23,0.6271186440677966,10-12Hz
682,23,0.6440677966101694,10-12Hz
683,23,0.576271186440678,10-12Hz
684,23,0.6949152542372882,10-12Hz
685,23,0.6610169491525424,10-12Hz
686,23,0.6271186440677966,10-12Hz
687,23,0.6610169491525424,10-12Hz
688,23,0.6101694915254238,10-12Hz
689,23,0.6610169491525424,10-12Hz
690,24,0.6333333333333333,6-30Hz
691,24,0.5166666666666667,6-30Hz
692,24,0.5,6-30Hz
693,24,0.45,6-30Hz
694,24,0.35,6-30Hz
695,24,0.4166666666666667,6-30Hz
696,24,0.5166666666666667,6-30Hz
697,24,0.6666666666666666,6-30Hz
698,24,0.5166666666666667,6-30Hz
699,24,0.65,6-30Hz
700,24,0.6,9-14Hz
701,24,0.5666666666666667,9-14Hz
702,24,0.5833333333333334,9-14Hz
703,24,0.65,9-14Hz
704,24,0.5,9-14Hz
705,24,0.5333333333333333,9-14Hz
706,24,0.6,9-14Hz
707,24,0.6666666666666666,9-14Hz
708,24,0.4666666666666667,9-14Hz
709,24,0.7,9-14Hz
710,24,0.6333333333333333,10-12Hz
711,24,0.43333333333333335,10-12Hz
712,24,0.48333333333333334,10-12Hz
713,24,0.5333333333333333,10-12Hz
714,24,0.48333333333333334,10-12Hz
715,24,0.4666666666666667,10-12Hz
716,24,0.5,10-12Hz
717,24,0.6666666666666666,10-12Hz
718,24,0.5166666666666667,10-12Hz
719,24,0.6,10-12Hz
720,25,0.5084745762711864,6-30Hz
721,25,0.6101694915254238,6-30Hz
722,25,0.576271186440678,6-30Hz
723,25,0.6610169491525424,6-30Hz
724,25,0.5254237288135594,6-30Hz
725,25,0.5423728813559322,6-30Hz
726,25,0.6779661016949152,6-30Hz
727,25,0.423728813559322,6-30Hz
728,25,0.6440677966101694,6-30Hz
729,25,0.4915254237288136,6-30Hz
730,25,0.6779661016949152,9-14Hz
731,25,0.7627118644067796,9-14Hz
732,25,0.7288135593220338,9-14Hz
733,25,0.7627118644067796,9-14Hz
734,25,0.5932203389830508,9-14Hz
735,25,0.6271186440677966,9-14Hz
736,25,0.6779661016949152,9-14Hz
737,25,0.6440677966101694,9-14Hz
738,25,0.6779661016949152,9-14Hz
739,25,0.6779661016949152,9-14Hz
740,25,0.6779661016949152,10-12Hz
