,patient,accuracy,bands
741,25,0.6779661016949152,10-12Hz
742,25,0.711864406779661,10-12Hz
743,25,0.7796610169491526,10-12Hz
744,25,0.576271186440678,10-12Hz
745,25,0.711864406779661,10-12Hz
746,25,0.711864406779661,10-12Hz
747,25,0.6440677966101694,10-12Hz
748,25,0.6610169491525424,10-12Hz
749,25,0.6101694915254238,10-12Hz
750,26,0.6666666666666666,6-30Hz
751,26,0.65,6-30Hz
752,26,0.6,6-30Hz
753,26,0.65,6-30Hz
754,26,0.6166666666666667,6-30Hz
755,26,0.65,6-30Hz
756,26,0.7,6-30Hz
757,26,0.6666666666666666,6-30Hz
758,26,0.6,6-30Hz
759,26,0.6166666666666667,6-30Hz
760,26,0.6166666666666667,9-14Hz
761,26,0.7,9-14Hz
762,26,0.6166666666666667,9-14Hz
763,26,0.7166666666666667,9-14Hz
764,26,0.5833333333333334,9-14Hz
765,26,0.65,9-14Hz
766,26,0.65,9-14Hz
767,26,0.6333333333333333,9-14Hz
768,26,0.6333333333333333,9-14Hz
769,26,0.6333333333333333,9-14Hz
770,26,0.5166666666666667,10-12Hz
771,26,0.5666666666666667,10-12Hz
772,26,0.5333333333333333,10-12Hz
773,26,0.6333333333333333,10-12Hz
774,26,0.43333333333333335,10-12Hz
775,26,0.7166666666666667,10-12Hz
776,26,0.6666666666666666,10-12Hz
777,26,0.6,10-12Hz
778,26,0.5166666666666667,10-12Hz
779,26,0.6,10-12Hz
780,27,0.6071428571428571,6-30Hz
781,27,0.625,6-30Hz
782,27,0.4107142857142857,6-30Hz
783,27,0.5535714285714286,6-30Hz
784,27,0.5,6-30Hz
785,27,0.5,6-30Hz
786,27,0.42857142857142855,6-30Hz
787,27,0.6071428571428571,6-30Hz
788,27,0.4107142857142857,6-30Hz
789,27,0.6428571428571429,6-30Hz
790,27,0.5178571428571429,9-14Hz
791,27,0.5,9-14Hz
792,27,0.48214285714285715,9-14Hz
793,27,0.5535714285714286,9-14Hz
794,27,0.42857142857142855,9-14Hz
795,27,0.4107142857142857,9-14Hz
796,27,0.4642857142857143,9-14Hz
797,27,0.5714285714285714,9-14Hz
798,27,0.4107142857142857,9-14Hz
799,27,0.4642857142857143,9-14Hz
800,27,0.5892857142857143,10-12Hz
801,27,0.4642857142857143,10-12Hz
802,27,0.44642857142857145,10-12Hz
803,27,0.3392857142857143,10-12Hz
804,27,0.42857142857142855,10-12Hz
805,27,0.5535714285714286,10-12Hz
806,27,0.4107142857142857,10-12Hz
807,27,0.48214285714285715,10-12Hz
808,27,0.42857142857142855,10-12Hz
809,27,0.42857142857142855,10-12Hz
810,28,0.5423728813559322,6-30Hz
811,28,0.559322033898305,6-30Hz
812,28,0.5254237288135594,6-30Hz
813,28,0.423728813559322,6-30Hz
814,28,0.3898305084745763,6-30Hz
815,28,0.559322033898305,6-30Hz
816,28,0.4915254237288136,6-30Hz
817,28,0.4576271186440678,6-30Hz
818,28,0.559322033898305,6-30Hz
819,28,0.5423728813559322,6-30Hz
820,28,0.4576271186440678,9-14Hz
821,28,0.4576271186440678,9-14Hz
822,28,0.5084745762711864,9-14Hz
823,28,0.3898305084745763,9-14Hz
824,28,0.4406779661016949,9-14Hz
825,28,0.4745762711864407,9-14Hz
826,28,0.4745762711864407,9-14Hz
827,28,0.4576271186440678,9-14Hz
828,28,0.3559322033898305,9-14Hz
829,28,0.4745762711864407,9-14Hz
830,28,0.3898305084745763,10-12Hz
831,28,0.4576271186440678,10-12Hz
832,28,0.4745762711864407,10-12Hz
833,28,0.4067796610169492,10-12Hz
834,28,0.4576271186440678,10-12Hz
835,28,0.4576271186440678,10-12Hz
836,28,0.423728813559322,10-12Hz
837,28,0.3898305084745763,10-12Hz
838,28,0.5084745762711864,10-12Hz
839,28,0.4067796610169492,10-12Hz
840,29,0.7142857142857143,6-30Hz
841,29,0.7142857142857143,6-30Hz
842,29,0.8571428571428571,6-30Hz
843,29,0.8571428571428571,6-30Hz
844,29,0.5714285714285714,6-30Hz
845,29,0.5714285714285714,6-30Hz
846,29,0.7142857142857143,6-30Hz
847,29,0.7142857142857143,6-30Hz
848,29,0.8571428571428571,6-30Hz
849,29,0.8571428571428571,6-30Hz
850,29,0.8571428571428571,9-14Hz
851,29,0.8571428571428571,9-14Hz
852,29,1.0,9-14Hz
853,29,0.5714285714285714,9-14Hz
854,29,1.0,9-14Hz
855,29,0.5714285714285714,9-14Hz
856,29,0.8571428571428571,9-14Hz
857,29,0.7142857142857143,9-14Hz
858,29,0.8571428571428571,9-14Hz
859,29,0.7142857142857143,9-14Hz
860,29,0.8571428571428571,10-12Hz
861,29,1.0,10-12Hz
862,29,0.5714285714285714,10-12Hz
863,29,0.8571428571428571,10-12Hz
864,29,1.0,10-12Hz
865,29,0.5714285714285714,10-12Hz
866,29,0.8571428571428571,10-12Hz
867,29,1.0,10-12Hz
868,29,0.8571428571428571,10-12Hz
869,29,0.8571428571428571,10-12Hz
870,30,0.5405405405405406,6-30Hz
871,30,0.5405405405405406,6-30Hz
872,30,0.4594594594594595,6-30Hz
873,30,0.5945945945945946,6-30Hz
874,30,0.5675675675675675,6-30Hz
875,30,0.5135135135135135,6-30Hz
876,30,0.4864864864864865,6-30Hz
877,30,0.4864864864864865,6-30Hz
878,30,0.6756756756756757,6-30Hz
879,30,0.5945945945945946,6-30Hz
880,30,0.6216216216216216,9-14Hz
881,30,0.7027027027027027,9-14Hz
882,30,0.5945945945945946,9-14Hz
883,30,0.5405405405405406,9-14Hz
884,30,0.5945945945945946,9-14Hz
885,30,0.7297297297297297,9-14Hz
886,30,0.6486486486486487,9-14Hz
887,30,0.5945945945945946,9-14Hz
888,30,0.6216216216216216,9-14Hz
889,30,0.6216216216216216,9-14Hz
890,30,0.7027027027027027,10-12Hz
891,30,0.7027027027027027,10-12Hz
892,30,0.5135135135135135,10-12Hz
893,30,0.5405405405405406,10-12Hz
894,30,0.4864864864864865,10-12Hz
895,30,0.5405405405405406,10-12Hz
896,30,0.5945945945945946,10-12Hz
897,30,0.5405405405405406,10-12Hz
898,30,0.7027027027027027,10-12Hz
899,30,0.5405405405405406,10-12Hz
900,31,0.6833333333333333,6-30Hz
901,31,0.6166666666666667,6-30Hz
902,31,0.5166666666666667,6-30Hz
903,31,0.6,6-30Hz
904,31,0.5666666666666667,6-30Hz
905,31,0.5833333333333334,6-30Hz
906,31,0.6166666666666667,6-30Hz
907,31,0.7166666666666667,6-30Hz
908,31,0.6,6-30Hz
909,31,0.6,6-30Hz
910,31,0.6333333333333333,9-14Hz
911,31,0.55,9-14Hz
912,31,0.5333333333333333,9-14Hz
913,31,0.6,9-14Hz
914,31,0.6,9-14Hz
915,31,0.55,9-14Hz
916,31,0.6333333333333333,9-14Hz
917,31,0.6833333333333333,9-14Hz
918,31,0.5666666666666667,9-14Hz
919,31,0.6833333333333333,9-14Hz
920,31,0.5,10-12Hz
921,31,0.45,10-12Hz
922,31,0.43333333333333335,10-12Hz
923,31,0.45,10-12Hz
924,31,0.48333333333333334,10-12Hz
925,31,0.5166666666666667,10-12Hz
926,31,0.5666666666666667,10-12Hz
927,31,0.5833333333333334,10-12Hz
928,31,0.45,10-12Hz
929,31,0.5166666666666667,10-12Hz
930,32,0.4666666666666667,6-30Hz
931,32,0.65,6-30Hz
932,32,0.5833333333333334,6-30Hz
933,32,0.5333333333333333,6-30Hz
934,32,0.4166666666666667,6-30Hz
935,32,0.48333333333333334,6-30Hz
936,32,0.5833333333333334,6-30Hz
937,32,0.6,6-30Hz
938,32,0.6166666666666667,6-30Hz
939,32,0.5833333333333334,6-30Hz
940,32,0.5166666666666667,9-14Hz
941,32,0.5666666666666667,9-14Hz
942,32,0.48333333333333334,9-14Hz
943,32,0.5666666666666667,9-14Hz
944,32,0.55,9-14Hz
945,32,0.55,9-14Hz
946,32,0.5666666666666667,9-14Hz
947,32,0.55,9-14Hz
948,32,0.65,9-14Hz
949,32,0.5333333333333333,9-14Hz
950,32,0.55,10-12Hz
951,32,0.5333333333333333,10-12Hz
952,32,0.5666666666666667,10-12Hz
953,32,0.5666666666666667,10-12Hz
954,32,0.5333333333333333,10-12Hz
955,32,0.5833333333333334,10-12Hz
956,32,0.5833333333333334,10-12Hz
957,32,0.5833333333333334,10-12Hz
958,32,0.6333333333333333,10-12Hz
959,32,0.55,10-12Hz
960,33,0.603448275862069,6-30Hz
961,33,0.5344827586206896,6-30Hz
962,33,0.5517241379310345,6-30Hz
963,33,0.5172413793103449,6-30Hz
964,33,0.603448275862069,6-30Hz
965,33,0.5689655172413793,6-30Hz
966,33,0.7241379310344828,6-30Hz
967,33,0.603448275862069,6-30Hz
968,33,0.6379310344827587,6-30Hz
969,33,0.603448275862069,6-30Hz
970,33,0.6206896551724138,9-14Hz
971,33,0.5689655172413793,9-14Hz
972,33,0.6724137931034483,9-14Hz
973,33,0.5862068965517241,9-14Hz
974,33,0.6379310344827587,9-14Hz
975,33,0.5,9-14Hz
976,33,0.7068965517241379,9-14Hz
977,33,0.6379310344827587,9-14Hz
978,33,0.603448275862069,9-14Hz
979,33,0.6724137931034483,9-14Hz
980,33,0.5689655172413793,10-12Hz
981,33,0.5689655172413793,10-12Hz
982,33,0.7068965517241379,10-12Hz
983,33,0.603448275862069,10-12Hz
984,33,0.4827586206896552,10-12Hz
985,33,0.5517241379310345,10-12Hz
986,33,0.6379310344827587,10-12Hz
987,33,0.6206896551724138,10-12Hz
988,33,0.5862068965517241,10-12Hz
989,33,0.6724137931034483,10-12Hz
990,34,0.6666666666666666,6-30Hz
991,34,0.8333333333333334,6-30Hz
992,34,0.6666666666666666,6-30Hz
993,34,0.5,6-30Hz
994,34,0.8333333333333334,6-30Hz
995,34,1.0,6-30Hz
996,34,0.5,6-30Hz
997,34,0.3333333333333333,6-30Hz
998,34,0.6666666666666666,6-30Hz
999,34,0.5,6-30Hz
1000,34,0.6666666666666666,9-14Hz
1001,34,0.5,9-14Hz
1002,34,0.6666666666666666,9-14Hz
1003,34,0.5,9-14Hz
1004,34,0.5,9-14Hz
1005,34,0.8333333333333334,9-14Hz
1006,34,0.8333333333333334,9-14Hz
1007,34,0.6666666666666666,9-14Hz
1008,34,1.0,9-14Hz
1009,34,0.6666666666666666,9-14Hz
1010,34,0.8333333333333334,10-12Hz
1011,34,0.6666666666666666,10-12Hz
1012,34,0.6666666666666666,10-12Hz
1013,34,0.6666666666666666,10-12Hz
1014,34,0.8333333333333334,10-12Hz
1015,34,0.6666666666666666,10-12Hz
1016,34,0.6666666666666666,10-12Hz
1017,34,0.5,10-12Hz
1018,34,0.8333333333333334,10-12Hz
1019,34,0.5,10-12Hz
1020,35,0.75,6-30Hz
1021,35,0.75,6-30Hz
1022,35,0.75,6-30Hz
1023,35,0.7833333333333333,6-30Hz
1024,35,0.7666666666666667,6-30Hz
1025,35,0.7833333333333333,6-30Hz
1026,35,0.7,6-30Hz
1027,35,0.8,6-30Hz
1028,35,0.7333333333333333,6-30Hz
1029,35,0.7333333333333333,6-30Hz
1030,35,0.6833333333333333,9-14Hz
1031,35,0.7166666666666667,9-14Hz
1032,35,0.7333333333333333,9-14Hz
1033,35,0.6833333333333333,9-14Hz
1034,35,0.6833333333333333,9-14Hz
1035,35,0.6833333333333333,9-14Hz
1036,35,0.5,9-14Hz
1037,35,0.7833333333333333,9-14Hz
1038,35,0.75,9-14Hz
1039,35,0.6833333333333333,9-14Hz
1040,35,0.5833333333333334,10-12Hz
1041,35,0.5833333333333334,10-12Hz
1042,35,0.6333333333333333,10-12Hz
1043,35,0.6166666666666667,10-12Hz
1044,35,0.6,10-12Hz
1045,35,0.5833333333333334,10-12Hz
1046,35,0.55,10-12Hz
1047,35,0.6,10-12Hz
1048,35,0.6,10-12Hz
1049,35,0.5833333333333334,10-12Hz
1050,36,0.6896551724137931,6-30Hz
1051,36,0.7586206896551724,6-30Hz
1052,36,0.7413793103448276,6-30Hz
1053,36,0.7068965517241379,6-30Hz
1054,36,0.7413793103448276,6-30Hz
1055,36,0.8448275862068966,6-30Hz
1056,36,0.7413793103448276,6-30Hz
1057,36,0.7586206896551724,6-30Hz
1058,36,0.7931034482758621,6-30Hz
1059,36,0.7068965517241379,6-30Hz
1060,36,0.7758620689655172,9-14Hz
1061,36,0.6896551724137931,9-14Hz
1062,36,0.8103448275862069,9-14Hz
1063,36,0.7586206896551724,9-14Hz
1064,36,0.7586206896551724,9-14Hz
1065,36,0.7068965517241379,9-14Hz
1066,36,0.6379310344827587,9-14Hz
1067,36,0.7068965517241379,9-14Hz
1068,36,0.7758620689655172,9-14Hz
1069,36,0.6724137931034483,9-14Hz
1070,36,0.7758620689655172,10-12Hz
1071,36,0.6896551724137931,10-12Hz
1072,36,0.7586206896551724,10-12Hz
1073,36,0.7586206896551724,10-12Hz
1074,36,0.8103448275862069,10-12Hz
1075,36,0.7241379310344828,10-12Hz
1076,36,0.6379310344827587,10-12Hz
1077,36,0.7413793103448276,10-12Hz
1078,36,0.7586206896551724,10-12Hz
1079,36,0.7241379310344828,10-12Hz
1080,37,0.7457627118644068,6-30Hz
1081,37,0.6610169491525424,6-30Hz
1082,37,0.6949152542372882,6-30Hz
1083,37,0.6440677966101694,6-30Hz
1084,37,0.6949152542372882,6-30Hz
1085,37,0.6271186440677966,6-30Hz
1086,37,0.711864406779661,6-30Hz
1087,37,0.6610169491525424,6-30Hz
1088,37,0.6779661016949152,6-30Hz
1089,37,0.7627118644067796,6-30Hz
1090,37,0.6949152542372882,9-14Hz
1091,37,0.5084745762711864,9-14Hz
1092,37,0.5423728813559322,9-14Hz
1093,37,0.6271186440677966,9-14Hz
1094,37,0.6610169491525424,9-14Hz
1095,37,0.6440677966101694,9-14Hz
1096,37,0.559322033898305,9-14Hz
1097,37,0.5423728813559322,9-14Hz
1098,37,0.576271186440678,9-14Hz
1099,37,0.5254237288135594,9-14Hz
1100,37,0.6440677966101694,10-12Hz
1101,37,0.6101694915254238,10-12Hz
1102,37,0.5423728813559322,10-12Hz
1103,37,0.6440677966101694,10-12Hz
1104,37,0.5423728813559322,10-12Hz
1105,37,0.5932203389830508,10-12Hz
1106,37,0.576271186440678,10-12Hz
1107,37,0.559322033898305,10-12Hz
1108,37,0.6440677966101694,10-12Hz
1109,37,0.4915254237288136,10-12Hz
1110,38,0.6379310344827587,6-30Hz
1111,38,0.5862068965517241,6-30Hz
1112,38,0.5862068965517241,6-30Hz
1113,38,0.6379310344827587,6-30Hz
1114,38,0.5689655172413793,6-30Hz
1115,38,0.5,6-30Hz
1116,38,0.5,6-30Hz
1117,38,0.6379310344827587,6-30Hz
1118,38,0.5,6-30Hz
1119,38,0.5862068965517241,6-30Hz
1120,38,0.7068965517241379,9-14Hz
1121,38,0.7241379310344828,9-14Hz
1122,38,0.7586206896551724,9-14Hz
1123,38,0.8103448275862069,9-14Hz
1124,38,0.7068965517241379,9-14Hz
1125,38,0.6379310344827587,9-14Hz
1126,38,0.7068965517241379,9-14Hz
1127,38,0.6551724137931034,9-14Hz
1128,38,0.6896551724137931,9-14Hz
1129,38,0.7068965517241379,9-14Hz
1130,38,0.6379310344827587,10-12Hz
1131,38,0.5172413793103449,10-12Hz
1132,38,0.6551724137931034,10-12Hz
1133,38,0.6551724137931034,10-12Hz
1134,38,0.5689655172413793,10-12Hz
1135,38,0.4827586206896552,10-12Hz
1136,38,0.4827586206896552,10-12Hz
1137,38,0.4827586206896552,10-12Hz
1138,38,0.5517241379310345,10-12Hz
1139,38,0.5517241379310345,10-12Hz
1140,39,0.6666666666666666,6-30Hz
1141,39,0.7666666666666667,6-30Hz
1142,39,0.6166666666666667,6-30Hz
1143,39,0.7166666666666667,6-30Hz
1144,39,0.7166666666666667,6-30Hz
1145,39,0.7,6-30Hz
1146,39,0.7,6-30Hz
1147,39,0.7166666666666667,6-30Hz
1148,39,0.6333333333333333,6-30Hz
1149,39,0.6666666666666666,6-30Hz
1150,39,0.7,9-14Hz
1151,39,0.8,9-14Hz
1152,39,0.6833333333333333,9-14Hz
1153,39,0.75,9-14Hz
1154,39,0.7166666666666667,9-14Hz
1155,39,0.75,9-14Hz
1156,39,0.8,9-14Hz
1157,39,0.7333333333333333,9-14Hz
1158,39,0.7333333333333333,9-14Hz
1159,39,0.6833333333333333,9-14Hz
1160,39,0.5833333333333334,10-12Hz
1161,39,0.6333333333333333,10-12Hz
1162,39,0.5333333333333333,10-12Hz
1163,39,0.6,10-12Hz
1164,39,0.55,10-12Hz
1165,39,0.6166666666666667,10-12Hz
1166,39,0.5333333333333333,10-12Hz
1167,39,0.65,10-12Hz
1168,39,0.6333333333333333,10-12Hz
1169,39,0.5333333333333333,10-12Hz
1170,40,0.5,6-30Hz
1171,40,0.7,6-30Hz
1172,40,0.5333333333333333,6-30Hz
1173,40,0.5833333333333334,6-30Hz
1174,40,0.6,6-30Hz
1175,40,0.6333333333333333,6-30Hz
1176,40,0.6333333333333333,6-30Hz
1177,40,0.6833333333333333,6-30Hz
1178,40,0.6333333333333333,6-30Hz
1179,40,0.6666666666666666,6-30Hz
1180,40,0.65,9-14Hz
1181,40,0.7333333333333333,9-14Hz
1182,40,0.55,9-14Hz
1183,40,0.5166666666666667,9-14Hz
1184,40,0.6333333333333333,9-14Hz
1185,40,0.7,9-14Hz
1186,40,0.7166666666666667,9-14Hz
1187,40,0.6833333333333333,9-14Hz
1188,40,0.65,9-14Hz
1189,40,0.7333333333333333,9-14Hz
1190,40,0.6,10-12Hz
1191,40,0.6833333333333333,10-12Hz
1192,40,0.5666666666666667,10-12Hz
1193,40,0.6166666666666667,10-12Hz
1194,40,0.5666666666666667,10-12Hz
1195,40,0.65,10-12Hz
1196,40,0.6666666666666666,10-12Hz
1197,40,0.65,10-12Hz
1198,40,0.6833333333333333,10-12Hz
1199,40,0.6666666666666666,10-12Hz
1200,41,0.8833333333333333,6-30Hz
1201,41,0.8666666666666667,6-30Hz
1202,41,0.8166666666666667,6-30Hz
1203,41,0.9,6-30Hz
1204,41,0.8833333333333333,6-30Hz
1205,41,0.8833333333333333,6-30Hz
1206,41,0.8833333333333333,6-30Hz
1207,41,0.8666666666666667,6-30Hz
1208,41,0.8333333333333334,6-30Hz
1209,41,0.95,6-30Hz
1210,41,0.9166666666666666,9-14Hz
1211,41,0.9333333333333333,9-14Hz
1212,41,0.9166666666666666,9-14Hz
1213,41,0.95,9-14Hz
1214,41,0.9333333333333333,9-14Hz
1215,41,0.8666666666666667,9-14Hz
1216,41,0.95,9-14Hz
1217,41,0.8666666666666667,9-14Hz
1218,41,0.9,9-14Hz
1219,41,0.9833333333333333,9-14Hz
1220,41,0.9166666666666666,10-12Hz
1221,41,0.85,10-12Hz
1222,41,0.7833333333333333,10-12Hz
1223,41,0.8833333333333333,10-12Hz
1224,41,0.8666666666666667,10-12Hz
1225,41,0.8833333333333333,10-12Hz
1226,41,0.8666666666666667,10-12Hz
1227,41,0.7833333333333333,10-12Hz
1228,41,0.85,10-12Hz
1229,41,0.8833333333333333,10-12Hz
1230,42,0.7,6-30Hz
1231,42,0.75,6-30Hz
1232,42,0.6666666666666666,6-30Hz
1233,42,0.6833333333333333,6-30Hz
1234,42,0.6666666666666666,6-30Hz
1235,42,0.7333333333333333,6-30Hz
1236,42,0.6666666666666666,6-30Hz
1237,42,0.7666666666666667,6-30Hz
1238,42,0.7166666666666667,6-30Hz
1239,42,0.6666666666666666,6-30Hz
1240,42,0.6666666666666666,9-14Hz
1241,42,0.7333333333333333,9-14Hz
1242,42,0.6166666666666667,9-14Hz
1243,42,0.7833333333333333,9-14Hz
1244,42,0.6,9-14Hz
1245,42,0.7333333333333333,9-14Hz
1246,42,0.6666666666666666,9-14Hz
1247,42,0.7166666666666667,9-14Hz
1248,42,0.7333333333333333,9-14Hz
1249,42,0.6666666666666666,9-14Hz
1250,42,0.6166666666666667,10-12Hz
1251,42,0.55,10-12Hz
1252,42,0.5833333333333334,10-12Hz
1253,42,0.5666666666666667,10-12Hz
1254,42,0.55,10-12Hz
1255,42,0.6,10-12Hz
1256,42,0.45,10-12Hz
1257,42,0.5333333333333333,10-12Hz
1258,42,0.5833333333333334,10-12Hz
1259,42,0.5666666666666667,10-12Hz
1260,43,0.8666666666666667,6-30Hz
1261,43,0.9,6-30Hz
1262,43,0.9166666666666666,6-30Hz
1263,43,0.9333333333333333,6-30Hz
1264,43,0.9,6-30Hz
1265,43,0.9,6-30Hz
1266,43,0.9166666666666666,6-30Hz
1267,43,0.9333333333333333,6-30Hz
1268,43,0.9,6-30Hz
1269,43,0.9333333333333333,6-30Hz
1270,43,0.9,9-14Hz
1271,43,0.9166666666666666,9-14Hz
1272,43,0.9333333333333333,9-14Hz
1273,43,0.9333333333333333,9-14Hz
1274,43,0.9666666666666667,9-14Hz
1275,43,0.9166666666666666,9-14Hz
1276,43,0.9166666666666666,9-14Hz
1277,43,0.8666666666666667,9-14Hz
1278,43,0.95,9-14Hz
1279,43,0.9333333333333333,9-14Hz
1280,43,0.7666666666666667,10-12Hz
1281,43,0.6833333333333333,10-12Hz
1282,43,0.7833333333333333,10-12Hz
1283,43,0.7833333333333333,10-12Hz
1284,43,0.8,10-12Hz
1285,43,0.75,10-12Hz
1286,43,0.7666666666666667,10-12Hz
1287,43,0.7666666666666667,10-12Hz
1288,43,0.85,10-12Hz
1289,43,0.7833333333333333,10-12Hz
1290,44,0.6833333333333333,6-30Hz
1291,44,0.5833333333333334,6-30Hz
1292,44,0.7166666666666667,6-30Hz
1293,44,0.7166666666666667,6-30Hz
1294,44,0.8333333333333334,6-30Hz
1295,44,0.75,6-30Hz
1296,44,0.8,6-30Hz
1297,44,0.7,6-30Hz
1298,44,0.6333333333333333,6-30Hz
1299,44,0.7833333333333333,6-30Hz
1300,44,0.7333333333333333,9-14Hz
1301,44,0.7,9-14Hz
1302,44,0.6333333333333333,9-14Hz
1303,44,0.6833333333333333,9-14Hz
1304,44,0.75,9-14Hz
1305,44,0.7333333333333333,9-14Hz
1306,44,0.7666666666666667,9-14Hz
1307,44,0.7833333333333333,9-14Hz
1308,44,0.7166666666666667,9-14Hz
1309,44,0.7166666666666667,9-14Hz
1310,44,0.7333333333333333,10-12Hz
1311,44,0.6,10-12Hz
1312,44,0.6833333333333333,10-12Hz
1313,44,0.6666666666666666,10-12Hz
1314,44,0.75,10-12Hz
1315,44,0.7166666666666667,10-12Hz
1316,44,0.6666666666666666,10-12Hz
1317,44,0.7166666666666667,10-12Hz
1318,44,0.6166666666666667,10-12Hz
1319,44,0.7333333333333333,10-12Hz
1320,45,0.4915254237288136,6-30Hz
1321,45,0.6101694915254238,6-30Hz
1322,45,0.5254237288135594,6-30Hz
1323,45,0.4915254237288136,6-30Hz
1324,45,0.559322033898305,6-30Hz
1325,45,0.4915254237288136,6-30Hz
1326,45,0.576271186440678,6-30Hz
1327,45,0.5423728813559322,6-30Hz
1328,45,0.4915254237288136,6-30Hz
1329,45,0.6779661016949152,6-30Hz
1330,45,0.559322033898305,9-14Hz
1331,45,0.6271186440677966,9-14Hz
1332,45,0.6779661016949152,9-14Hz
1333,45,0.576271186440678,9-14Hz
1334,45,0.6779661016949152,9-14Hz
1335,45,0.6949152542372882,9-14Hz
1336,45,0.7457627118644068,9-14Hz
1337,45,0.6779661016949152,9-14Hz
1338,45,0.576271186440678,9-14Hz
1339,45,0.7627118644067796,9-14Hz
1340,45,0.6949152542372882,10-12Hz
1341,45,0.6610169491525424,10-12Hz
1342,45,0.711864406779661,10-12Hz
1343,45,0.6949152542372882,10-12Hz
1344,45,0.7457627118644068,10-12Hz
1345,45,0.6271186440677966,10-12Hz
1346,45,0.6779661016949152,10-12Hz
1347,45,0.711864406779661,10-12Hz
1348,45,0.6271186440677966,10-12Hz
1349,45,0.6610169491525424,10-12Hz
1350,46,0.6111111111111112,6-30Hz
1351,46,0.6111111111111112,6-30Hz
1352,46,0.5,6-30Hz
1353,46,0.5555555555555556,6-30Hz
1354,46,0.5972222222222222,6-30Hz
1355,46,0.7361111111111112,6-30Hz
1356,46,0.6111111111111112,6-30Hz
1357,46,0.6666666666666666,6-30Hz
1358,46,0.5555555555555556,6-30Hz
1359,46,0.6527777777777778,6-30Hz
1360,46,0.6111111111111112,9-14Hz
1361,46,0.5833333333333334,9-14Hz
1362,46,0.5,9-14Hz
1363,46,0.6388888888888888,9-14Hz
1364,46,0.6944444444444444,9-14Hz
1365,46,0.6666666666666666,9-14Hz
1366,46,0.625,9-14Hz
1367,46,0.5833333333333334,9-14Hz
1368,46,0.5833333333333334,9-14Hz
1369,46,0.6666666666666666,9-14Hz
1370,46,0.5,10-12Hz
1371,46,0.5972222222222222,10-12Hz
1372,46,0.5555555555555556,10-12Hz
1373,46,0.5555555555555556,10-12Hz
1374,46,0.5555555555555556,10-12Hz
1375,46,0.6527777777777778,10-12Hz
1376,46,0.6111111111111112,10-12Hz
1377,46,0.5,10-12Hz
1378,46,0.5277777777777778,10-12Hz
1379,46,0.5972222222222222,10-12Hz
1380,47,0.6724137931034483,6-30Hz
1381,47,0.6206896551724138,6-30Hz
1382,47,0.6551724137931034,6-30Hz
1383,47,0.6551724137931034,6-30Hz
1384,47,0.6724137931034483,6-30Hz
1385,47,0.6724137931034483,6-30Hz
1386,47,0.5517241379310345,6-30Hz
1387,47,0.6551724137931034,6-30Hz
1388,47,0.6551724137931034,6-30Hz
1389,47,0.5517241379310345,6-30Hz
1390,47,0.6206896551724138,9-14Hz
1391,47,0.6379310344827587,9-14Hz
1392,47,0.6551724137931034,9-14Hz
1393,47,0.6206896551724138,9-14Hz
1394,47,0.6206896551724138,9-14Hz
1395,47,0.6896551724137931,9-14Hz
1396,47,0.6379310344827587,9-14Hz
1397,47,0.5517241379310345,9-14Hz
1398,47,0.6551724137931034,9-14Hz
1399,47,0.5517241379310345,9-14Hz
1400,47,0.6724137931034483,10-12Hz
1401,47,0.6724137931034483,10-12Hz
1402,47,0.6379310344827587,10-12Hz
1403,47,0.5689655172413793,10-12Hz
1404,47,0.5689655172413793,10-12Hz
1405,47,0.6896551724137931,10-12Hz
1406,47,0.5344827586206896,10-12Hz
1407,47,0.6551724137931034,10-12Hz
1408,47,0.5689655172413793,10-12Hz
1409,47,0.5862068965517241,10-12Hz
1410,48,0.7166666666666667,6-30Hz
1411,48,0.7333333333333333,6-30Hz
1412,48,0.6833333333333333,6-30Hz
1413,48,0.8166666666666667,6-30Hz
1414,48,0.85,6-30Hz
1415,48,0.7333333333333333,6-30Hz
1416,48,0.7833333333333333,6-30Hz
1417,48,0.7333333333333333,6-30Hz
1418,48,0.7166666666666667,6-30Hz
1419,48,0.8,6-30Hz
1420,48,0.8166666666666667,9-14Hz
1421,48,0.8,9-14Hz
1422,48,0.8833333333333333,9-14Hz
1423,48,0.9166666666666666,9-14Hz
1424,48,0.9,9-14Hz
1425,48,0.9,9-14Hz
1426,48,0.9166666666666666,9-14Hz
1427,48,0.9,9-14Hz
1428,48,0.8333333333333334,9-14Hz
1429,48,0.8833333333333333,9-14Hz
1430,48,0.6166666666666667,10-12Hz
1431,48,0.6,10-12Hz
1432,48,0.6833333333333333,10-12Hz
1433,48,0.6833333333333333,10-12Hz
1434,48,0.7333333333333333,10-12Hz
1435,48,0.7333333333333333,10-12Hz
1436,48,0.6833333333333333,10-12Hz
1437,48,0.7,10-12Hz
1438,48,0.55,10-12Hz
1439,48,0.65,10-12Hz
1440,49,0.603448275862069,6-30Hz
1441,49,0.5517241379310345,6-30Hz
1442,49,0.6551724137931034,6-30Hz
1443,49,0.7413793103448276,6-30Hz
1444,49,0.7586206896551724,6-30Hz
1445,49,0.6206896551724138,6-30Hz
1446,49,0.5862068965517241,6-30Hz
1447,49,0.7241379310344828,6-30Hz
1448,49,0.5689655172413793,6-30Hz
1449,49,0.6724137931034483,6-30Hz
1450,49,0.5344827586206896,9-14Hz
