,patient,accuracy,class,channels
902,11,0.45,2,2
903,11,0.9230769230769231,0,2
904,11,0.17647058823529413,1,2
905,11,0.6470588235294118,2,2
906,11,0.8571428571428571,0,2
907,11,0.45454545454545453,1,2
908,11,0.7083333333333334,2,2
909,11,1.0,0,2
910,11,0.5238095238095238,1,2
911,11,0.42857142857142855,2,2
912,11,0.9047619047619048,0,2
913,11,0.8125,1,2
914,11,0.34782608695652173,2,2
915,11,0.9375,0,2
916,11,0.47619047619047616,1,2
917,11,0.6086956521739131,2,2
918,11,0.9545454545454546,0,2
919,11,0.5555555555555556,1,2
920,11,0.45,2,2
921,11,0.8571428571428571,0,2
922,11,0.45454545454545453,1,2
923,11,0.5416666666666666,2,2
924,11,0.9444444444444444,0,2
925,11,0.6818181818181818,1,2
926,11,0.55,2,2
927,11,0.8947368421052632,0,2
928,11,0.5,1,2
929,11,0.8260869565217391,2,2
930,11,0.9473684210526315,0,10
931,11,0.6666666666666666,1,10
932,11,0.6,2,10
933,11,0.9615384615384616,0,10
934,11,0.29411764705882354,1,10
935,11,0.5294117647058824,2,10
936,11,1.0,0,10
937,11,0.45454545454545453,1,10
938,11,0.75,2,10
939,11,1.0,0,10
940,11,0.42857142857142855,1,10
941,11,0.5238095238095238,2,10
942,11,1.0,0,10
943,11,0.625,1,10
944,11,0.7391304347826086,2,10
945,11,1.0,0,10
946,11,0.6190476190476191,1,10
947,11,0.5217391304347826,2,10
948,11,0.9090909090909091,0,10
949,11,0.6111111111111112,1,10
950,11,0.65,2,10
951,11,1.0,0,10
952,11,0.8636363636363636,1,10
953,11,0.6666666666666666,2,10
954,11,1.0,0,10
955,11,0.45454545454545453,1,10
956,11,0.6,2,10
957,11,0.9473684210526315,0,10
958,11,0.6111111111111112,1,10
959,11,0.6956521739130435,2,10
960,11,0.9473684210526315,0,18
961,11,0.7142857142857143,1,18
962,11,0.65,2,18
963,11,0.9615384615384616,0,18
964,11,0.4117647058823529,1,18
965,11,0.6470588235294118,2,18
966,11,1.0,0,18
967,11,0.5454545454545454,1,18
968,11,0.7916666666666666,2,18
969,11,1.0,0,18
970,11,0.6666666666666666,1,18
971,11,0.5714285714285714,2,18
972,11,0.9523809523809523,0,18
973,11,0.8125,1,18
974,11,0.7391304347826086,2,18
975,11,1.0,0,18
976,11,0.6666666666666666,1,18
977,11,0.5217391304347826,2,18
978,11,0.9090909090909091,0,18
979,11,0.6666666666666666,1,18
980,11,0.6,2,18
981,11,1.0,0,18
982,11,0.8181818181818182,1,18
983,11,0.5833333333333334,2,18
984,11,1.0,0,18
985,11,0.7272727272727273,1,18
986,11,0.55,2,18
987,11,0.9473684210526315,0,18
988,11,0.7777777777777778,1,18
989,11,0.6086956521739131,2,18
990,12,0.8571428571428571,0,2
991,12,0.6111111111111112,1,2
992,12,0.47619047619047616,2,2
993,12,0.8823529411764706,0,2
994,12,0.7777777777777778,1,2
995,12,0.6111111111111112,2,2
996,12,0.8947368421052632,0,2
997,12,0.8823529411764706,1,2
998,12,0.5882352941176471,2,2
999,12,0.9130434782608695,0,2
1000,12,0.8333333333333334,1,2
1001,12,0.5555555555555556,2,2
1002,12,1.0,0,2
1003,12,0.8333333333333334,1,2
1004,12,0.2857142857142857,2,2
1005,12,0.9411764705882353,0,2
1006,12,0.6,1,2
1007,12,0.6666666666666666,2,2
1008,12,0.7692307692307693,0,2
1009,12,0.6111111111111112,1,2
1010,12,0.5,2,2
1011,12,0.9411764705882353,0,2
1012,12,0.7142857142857143,1,2
1013,12,0.4090909090909091,2,2
1014,12,0.8095238095238095,0,2
1015,12,0.75,1,2
1016,12,0.65,2,2
1017,12,0.9230769230769231,0,2
1018,12,0.55,1,2
1019,12,0.45,2,2
1020,12,0.9285714285714286,0,10
1021,12,0.5555555555555556,1,10
1022,12,0.6666666666666666,2,10
1023,12,0.9411764705882353,0,10
1024,12,0.8333333333333334,1,10
1025,12,0.6666666666666666,2,10
1026,12,1.0,0,10
1027,12,0.8235294117647058,1,10
1028,12,0.5882352941176471,2,10
1029,12,0.9130434782608695,0,10
1030,12,0.75,1,10
1031,12,0.6666666666666666,2,10
1032,12,1.0,0,10
1033,12,0.7777777777777778,1,10
1034,12,0.5714285714285714,2,10
1035,12,1.0,0,10
1036,12,0.8,1,10
1037,12,0.7142857142857143,2,10
1038,12,0.8461538461538461,0,10
1039,12,0.7222222222222222,1,10
1040,12,0.6363636363636364,2,10
1041,12,1.0,0,10
1042,12,0.7857142857142857,1,10
1043,12,0.5909090909090909,2,10
1044,12,0.8571428571428571,0,10
1045,12,0.6666666666666666,1,10
1046,12,0.7,2,10
1047,12,1.0,0,10
1048,12,0.6,1,10
1049,12,0.7,2,10
1050,12,0.9285714285714286,0,18
1051,12,0.5555555555555556,1,18
1052,12,0.7619047619047619,2,18
1053,12,0.9411764705882353,0,18
1054,12,0.7777777777777778,1,18
1055,12,0.7222222222222222,2,18
1056,12,1.0,0,18
1057,12,0.7058823529411765,1,18
1058,12,0.7058823529411765,2,18
1059,12,0.9565217391304348,0,18
1060,12,0.8333333333333334,1,18
1061,12,0.7222222222222222,2,18
1062,12,1.0,0,18
1063,12,0.7222222222222222,1,18
1064,12,0.5238095238095238,2,18
1065,12,0.9411764705882353,0,18
1066,12,0.8,1,18
1067,12,0.6190476190476191,2,18
1068,12,1.0,0,18
1069,12,0.7222222222222222,1,18
1070,12,0.6818181818181818,2,18
1071,12,1.0,0,18
1072,12,0.7857142857142857,1,18
1073,12,0.5909090909090909,2,18
1074,12,0.9047619047619048,0,18
1075,12,0.6666666666666666,1,18
1076,12,0.6,2,18
1077,12,1.0,0,18
1078,12,0.6,1,18
1079,12,0.7,2,18
1080,13,0.47368421052631576,0,2
1081,13,0.19047619047619047,1,2
1082,13,0.4,2,2
1083,13,0.5384615384615384,0,2
1084,13,0.47058823529411764,1,2
1085,13,0.5294117647058824,2,2
1086,13,0.5714285714285714,0,2
1087,13,0.4090909090909091,1,2
1088,13,0.20833333333333334,2,2
1089,13,0.7777777777777778,0,2
1090,13,0.2857142857142857,1,2
1091,13,0.47619047619047616,2,2
1092,13,0.5714285714285714,0,2
1093,13,0.375,1,2
1094,13,0.391304347826087,2,2
1095,13,0.5625,0,2
1096,13,0.5238095238095238,1,2
1097,13,0.43478260869565216,2,2
1098,13,0.5,0,2
1099,13,0.5555555555555556,1,2
1100,13,0.35,2,2
1101,13,0.5,0,2
1102,13,0.3181818181818182,1,2
1103,13,0.4166666666666667,2,2
1104,13,0.5,0,2
1105,13,0.4090909090909091,1,2
1106,13,0.5,2,2
1107,13,0.5263157894736842,0,2
1108,13,0.3888888888888889,1,2
1109,13,0.43478260869565216,2,2
1110,13,0.6842105263157895,0,10
1111,13,0.5238095238095238,1,10
1112,13,0.85,2,10
1113,13,0.7307692307692307,0,10
1114,13,0.5294117647058824,1,10
1115,13,0.6470588235294118,2,10
1116,13,0.6428571428571429,0,10
1117,13,0.6363636363636364,1,10
1118,13,0.5833333333333334,2,10
1119,13,0.7777777777777778,0,10
1120,13,0.5238095238095238,1,10
1121,13,0.6190476190476191,2,10
1122,13,0.7619047619047619,0,10
1123,13,0.6875,1,10
1124,13,0.5217391304347826,2,10
1125,13,0.625,0,10
1126,13,0.5714285714285714,1,10
1127,13,0.6956521739130435,2,10
1128,13,0.8181818181818182,0,10
1129,13,0.4444444444444444,1,10
1130,13,0.7,2,10
1131,13,0.7857142857142857,0,10
1132,13,0.6363636363636364,1,10
1133,13,0.7083333333333334,2,10
1134,13,0.7222222222222222,0,10
1135,13,0.6818181818181818,1,10
1136,13,0.4,2,10
1137,13,0.9473684210526315,0,10
1138,13,0.7222222222222222,1,10
1139,13,0.4782608695652174,2,10
1140,13,0.7368421052631579,0,18
1141,13,0.6666666666666666,1,18
1142,13,0.7,2,18
1143,13,0.7307692307692307,0,18
1144,13,0.5294117647058824,1,18
1145,13,0.7058823529411765,2,18
1146,13,0.7142857142857143,0,18
1147,13,0.8181818181818182,1,18
1148,13,0.6666666666666666,2,18
1149,13,0.7777777777777778,0,18
1150,13,0.47619047619047616,1,18
1151,13,0.6190476190476191,2,18
1152,13,0.8095238095238095,0,18
1153,13,0.6875,1,18
1154,13,0.4782608695652174,2,18
1155,13,0.75,0,18
1156,13,0.6190476190476191,1,18
1157,13,0.6956521739130435,2,18
1158,13,0.7727272727272727,0,18
1159,13,0.6666666666666666,1,18
1160,13,0.55,2,18
1161,13,0.7857142857142857,0,18
1162,13,0.6363636363636364,1,18
1163,13,0.7083333333333334,2,18
1164,13,0.6111111111111112,0,18
1165,13,0.6818181818181818,1,18
1166,13,0.75,2,18
1167,13,0.6842105263157895,0,18
1168,13,0.7222222222222222,1,18
1169,13,0.5652173913043478,2,18
1170,14,0.9473684210526315,0,2
1171,14,0.9523809523809523,1,2
1172,14,0.8,2,2
1173,14,0.8846153846153846,0,2
1174,14,1.0,1,2
1175,14,0.7647058823529411,2,2
1176,14,0.9285714285714286,0,2
1177,14,0.9545454545454546,1,2
1178,14,0.875,2,2
1179,14,0.9444444444444444,0,2
1180,14,1.0,1,2
1181,14,0.7142857142857143,2,2
1182,14,0.9047619047619048,0,2
1183,14,1.0,1,2
1184,14,0.8695652173913043,2,2
1185,14,1.0,0,2
1186,14,0.9523809523809523,1,2
1187,14,0.9130434782608695,2,2
1188,14,0.8636363636363636,0,2
1189,14,0.8888888888888888,1,2
1190,14,0.65,2,2
1191,14,0.9285714285714286,0,2
1192,14,0.9545454545454546,1,2
1193,14,0.8333333333333334,2,2
1194,14,1.0,0,2
1195,14,0.9545454545454546,1,2
1196,14,0.75,2,2
1197,14,0.9473684210526315,0,2
1198,14,0.8888888888888888,1,2
1199,14,0.8260869565217391,2,2
1200,14,0.9473684210526315,0,10
1201,14,1.0,1,10
1202,14,1.0,2,10
1203,14,0.9230769230769231,0,10
1204,14,1.0,1,10
1205,14,0.9411764705882353,2,10
1206,14,1.0,0,10
1207,14,1.0,1,10
1208,14,0.9166666666666666,2,10
1209,14,1.0,0,10
1210,14,1.0,1,10
1211,14,0.9523809523809523,2,10
1212,14,0.9523809523809523,0,10
1213,14,1.0,1,10
1214,14,1.0,2,10
1215,14,1.0,0,10
1216,14,1.0,1,10
1217,14,1.0,2,10
1218,14,0.9545454545454546,0,10
1219,14,0.9444444444444444,1,10
1220,14,1.0,2,10
1221,14,0.9285714285714286,0,10
1222,14,1.0,1,10
1223,14,1.0,2,10
1224,14,1.0,0,10
1225,14,1.0,1,10
1226,14,1.0,2,10
1227,14,1.0,0,10
1228,14,1.0,1,10
1229,14,0.9130434782608695,2,10
1230,14,1.0,0,18
1231,14,1.0,1,18
1232,14,1.0,2,18
1233,14,0.9615384615384616,0,18
1234,14,1.0,1,18
1235,14,0.9411764705882353,2,18
1236,14,1.0,0,18
1237,14,1.0,1,18
1238,14,0.9166666666666666,2,18
1239,14,1.0,0,18
1240,14,1.0,1,18
1241,14,0.9523809523809523,2,18
1242,14,1.0,0,18
1243,14,1.0,1,18
1244,14,1.0,2,18
1245,14,1.0,0,18
1246,14,1.0,1,18
1247,14,1.0,2,18
1248,14,0.9090909090909091,0,18
1249,14,0.9444444444444444,1,18
1250,14,1.0,2,18
1251,14,0.9285714285714286,0,18
1252,14,1.0,1,18
1253,14,1.0,2,18
1254,14,1.0,0,18
1255,14,1.0,1,18
1256,14,1.0,2,18
1257,14,1.0,0,18
1258,14,1.0,1,18
1259,14,0.9130434782608695,2,18
1260,15,0.6,0,2
1261,15,0.8181818181818182,1,2
1262,15,0.55,2,2
1263,15,0.7222222222222222,0,2
1264,15,0.6666666666666666,1,2
1265,15,0.4444444444444444,2,2
1266,15,0.625,0,2
1267,15,0.6842105263157895,1,2
1268,15,0.7727272727272727,2,2
1269,15,0.5714285714285714,0,2
1270,15,0.6666666666666666,1,2
1271,15,0.4666666666666667,2,2
1272,15,0.65,0,2
1273,15,0.7368421052631579,1,2
1274,15,0.6666666666666666,2,2
1275,15,0.8421052631578947,0,2
1276,15,0.6956521739130435,1,2
1277,15,0.8,2,2
1278,15,0.7142857142857143,0,2
1279,15,0.8421052631578947,1,2
1280,15,0.8235294117647058,2,2
1281,15,0.6521739130434783,0,2
1282,15,0.6875,1,2
1283,15,0.6666666666666666,2,2
1284,15,0.8,0,2
1285,15,0.68,1,2
1286,15,0.7272727272727273,2,2
1287,15,0.6666666666666666,0,2
1288,15,0.8181818181818182,1,2
1289,15,0.7058823529411765,2,2
1290,15,0.8666666666666667,0,10
1291,15,0.7727272727272727,1,10
1292,15,0.7,2,10
1293,15,0.7777777777777778,0,10
1294,15,0.7619047619047619,1,10
1295,15,0.5555555555555556,2,10
1296,15,0.8125,0,10
1297,15,0.7368421052631579,1,10
1298,15,0.6363636363636364,2,10
1299,15,0.7619047619047619,0,10
1300,15,0.8095238095238095,1,10
1301,15,0.5333333333333333,2,10
1302,15,0.7,0,10
1303,15,0.8421052631578947,1,10
1304,15,0.6111111111111112,2,10
1305,15,0.8421052631578947,0,10
1306,15,0.6956521739130435,1,10
1307,15,0.8,2,10
1308,15,0.7619047619047619,0,10
1309,15,0.7368421052631579,1,10
1310,15,0.8235294117647058,2,10
1311,15,0.5652173913043478,0,10
1312,15,0.875,1,10
1313,15,0.7777777777777778,2,10
1314,15,0.7,0,10
1315,15,0.8,1,10
1316,15,0.8181818181818182,2,10
1317,15,0.8333333333333334,0,10
1318,15,0.6818181818181818,1,10
1319,15,0.7647058823529411,2,10
1320,15,0.7333333333333333,0,18
1321,15,0.7727272727272727,1,18
1322,15,0.65,2,18
1323,15,0.7777777777777778,0,18
1324,15,0.5714285714285714,1,18
1325,15,0.7222222222222222,2,18
1326,15,0.8125,0,18
1327,15,0.7368421052631579,1,18
1328,15,0.8181818181818182,2,18
1329,15,0.7619047619047619,0,18
1330,15,0.7619047619047619,1,18
1331,15,0.6,2,18
1332,15,0.7,0,18
1333,15,0.7368421052631579,1,18
1334,15,0.6111111111111112,2,18
1335,15,0.8947368421052632,0,18
1336,15,0.6521739130434783,1,18
1337,15,0.8666666666666667,2,18
1338,15,0.7619047619047619,0,18
1339,15,0.8421052631578947,1,18
1340,15,0.8235294117647058,2,18
1341,15,0.6521739130434783,0,18
1342,15,0.875,1,18
1343,15,0.7777777777777778,2,18
1344,15,0.8,0,18
1345,15,0.76,1,18
1346,15,0.8636363636363636,2,18
1347,15,0.7777777777777778,0,18
1348,15,0.6818181818181818,1,18
1349,15,0.8823529411764706,2,18
1350,16,0.7647058823529411,0,2
1351,16,0.04,1,2
1352,16,0.7777777777777778,2,2
1353,16,0.8571428571428571,0,2
1354,16,0.5294117647058824,1,2
1355,16,0.5454545454545454,2,2
1356,16,0.875,0,2
1357,16,0.22727272727272727,1,2
1358,16,0.6363636363636364,2,2
1359,16,0.7222222222222222,0,2
1360,16,0.13636363636363635,1,2
1361,16,0.5,2,2
1362,16,0.65,0,2
1363,16,0.4444444444444444,1,2
1364,16,0.45454545454545453,2,2
1365,16,0.8,0,2
1366,16,0.1,1,2
1367,16,0.6666666666666666,2,2
1368,16,0.6,0,2
1369,16,0.2727272727272727,1,2
1370,16,0.6111111111111112,2,2
1371,16,0.6363636363636364,0,2
1372,16,0.2,1,2
1373,16,0.6111111111111112,2,2
1374,16,0.9411764705882353,0,2
1375,16,0.20833333333333334,1,2
1376,16,0.631578947368421,2,2
1377,16,0.782608695652174,0,2
1378,16,0.21052631578947367,1,2
1379,16,0.5555555555555556,2,2
1380,16,0.8823529411764706,0,10
1381,16,0.44,1,10
1382,16,0.6666666666666666,2,10
1383,16,0.7142857142857143,0,10
1384,16,0.5294117647058824,1,10
1385,16,0.5909090909090909,2,10
1386,16,0.6875,0,10
1387,16,0.5909090909090909,1,10
1388,16,0.5454545454545454,2,10
1389,16,0.7222222222222222,0,10
1390,16,0.3181818181818182,1,10
1391,16,0.45,2,10
1392,16,0.75,0,10
1393,16,0.5,1,10
1394,16,0.36363636363636365,2,10
1395,16,0.72,0,10
1396,16,0.4,1,10
1397,16,0.7333333333333333,2,10
1398,16,0.55,0,10
1399,16,0.36363636363636365,1,10
1400,16,0.6111111111111112,2,10
1401,16,0.7727272727272727,0,10
1402,16,0.5,1,10
1403,16,0.6111111111111112,2,10
1404,16,0.8235294117647058,0,10
1405,16,0.4166666666666667,1,10
1406,16,0.6842105263157895,2,10
1407,16,0.782608695652174,0,10
1408,16,0.5789473684210527,1,10
1409,16,0.5555555555555556,2,10
1410,16,0.8235294117647058,0,18
1411,16,0.36,1,18
1412,16,0.3333333333333333,2,18
1413,16,0.6666666666666666,0,18
1414,16,0.4117647058823529,1,18
1415,16,0.5454545454545454,2,18
1416,16,0.75,0,18
1417,16,0.45454545454545453,1,18
1418,16,0.3181818181818182,2,18
1419,16,0.5555555555555556,0,18
1420,16,0.4090909090909091,1,18
1421,16,0.5,2,18
1422,16,0.8,0,18
1423,16,0.3333333333333333,1,18
1424,16,0.3181818181818182,2,18
1425,16,0.88,0,18
1426,16,0.55,1,18
1427,16,0.6666666666666666,2,18
1428,16,0.7,0,18
1429,16,0.5,1,18
1430,16,0.4444444444444444,2,18
1431,16,0.6818181818181818,0,18
1432,16,0.5,1,18
1433,16,0.5555555555555556,2,18
1434,16,0.8235294117647058,0,18
1435,16,0.16666666666666666,1,18
1436,16,0.6842105263157895,2,18
1437,16,0.8260869565217391,0,18
1438,16,0.3157894736842105,1,18
1439,16,0.5555555555555556,2,18
1440,17,0.7058823529411765,0,2
1441,17,0.24,1,2
1442,17,0.4444444444444444,2,2
1443,17,0.5238095238095238,0,2
1444,17,0.47058823529411764,1,2
1445,17,0.2727272727272727,2,2
1446,17,0.5,0,2
1447,17,0.30434782608695654,1,2
1448,17,0.38095238095238093,2,2
1449,17,0.5,0,2
1450,17,0.3181818181818182,1,2
1451,17,0.3,2,2
1452,17,0.45,0,2
1453,17,0.6111111111111112,1,2
1454,17,0.3181818181818182,2,2
1455,17,0.4,0,2
1456,17,0.4,1,2
1457,17,0.3333333333333333,2,2
1458,17,0.65,0,2
1459,17,0.45454545454545453,1,2
1460,17,0.5555555555555556,2,2
1461,17,0.36363636363636365,0,2
1462,17,0.35,1,2
1463,17,0.5,2,2
1464,17,0.23529411764705882,0,2
1465,17,0.4583333333333333,1,2
1466,17,0.47368421052631576,2,2
1467,17,0.5217391304347826,0,2
1468,17,0.5263157894736842,1,2
1469,17,0.3333333333333333,2,2
1470,17,0.6470588235294118,0,10
1471,17,0.36,1,10
1472,17,0.4444444444444444,2,10
1473,17,0.7619047619047619,0,10
1474,17,0.5294117647058824,1,10
1475,17,0.2727272727272727,2,10
1476,17,0.4375,0,10
1477,17,0.43478260869565216,1,10
1478,17,0.42857142857142855,2,10
1479,17,0.5,0,10
1480,17,0.3181818181818182,1,10
1481,17,0.55,2,10
1482,17,0.4,0,10
1483,17,0.4444444444444444,1,10
1484,17,0.4090909090909091,2,10
1485,17,0.44,0,10
1486,17,0.45,1,10
1487,17,0.2,2,10
1488,17,0.4,0,10
1489,17,0.13636363636363635,1,10
1490,17,0.4444444444444444,2,10
1491,17,0.5,0,10
1492,17,0.45,1,10
1493,17,0.3888888888888889,2,10
1494,17,0.7058823529411765,0,10
1495,17,0.375,1,10
1496,17,0.5789473684210527,2,10
1497,17,0.6956521739130435,0,10
1498,17,0.5789473684210527,1,10
1499,17,0.16666666666666666,2,10
1500,17,0.6470588235294118,0,18
1501,17,0.56,1,18
1502,17,0.6111111111111112,2,18
1503,17,0.7142857142857143,0,18
1504,17,0.4117647058823529,1,18
1505,17,0.45454545454545453,2,18
1506,17,0.4375,0,18
1507,17,0.391304347826087,1,18
1508,17,0.42857142857142855,2,18
1509,17,0.4444444444444444,0,18
1510,17,0.45454545454545453,1,18
1511,17,0.4,2,18
1512,17,0.4,0,18
1513,17,0.6111111111111112,1,18
1514,17,0.4090909090909091,2,18
1515,17,0.48,0,18
1516,17,0.35,1,18
1517,17,0.4,2,18
1518,17,0.55,0,18
1519,17,0.5454545454545454,1,18
1520,17,0.3888888888888889,2,18
1521,17,0.45454545454545453,0,18
1522,17,0.2,1,18
1523,17,0.4444444444444444,2,18
1524,17,0.7058823529411765,0,18
1525,17,0.3333333333333333,1,18
1526,17,0.47368421052631576,2,18
1527,17,0.6086956521739131,0,18
1528,17,0.42105263157894735,1,18
1529,17,0.4444444444444444,2,18
1530,18,0.7368421052631579,0,2
1531,18,0.3333333333333333,1,2
1532,18,0.35,2,2
1533,18,0.7307692307692307,0,2
1534,18,0.35294117647058826,1,2
1535,18,0.4117647058823529,2,2
1536,18,0.7142857142857143,0,2
1537,18,0.5,1,2
1538,18,0.0,2,2
1539,18,0.7777777777777778,0,2
1540,18,0.42857142857142855,1,2
1541,18,0.2857142857142857,2,2
1542,18,0.47619047619047616,0,2
1543,18,0.875,1,2
1544,18,0.0,2,2
1545,18,0.75,0,2
1546,18,0.2857142857142857,1,2
1547,18,0.21739130434782608,2,2
1548,18,0.5909090909090909,0,2
1549,18,0.6666666666666666,1,2
1550,18,0.0,2,2
1551,18,0.7142857142857143,0,2
1552,18,0.4090909090909091,1,2
1553,18,0.2916666666666667,2,2
1554,18,0.8333333333333334,0,2
1555,18,0.18181818181818182,1,2
1556,18,0.55,2,2
1557,18,0.631578947368421,0,2
1558,18,0.3333333333333333,1,2
1559,18,0.21739130434782608,2,2
1560,18,0.7894736842105263,0,10
1561,18,0.6190476190476191,1,10
1562,18,0.45,2,10
1563,18,0.7307692307692307,0,10
1564,18,0.47058823529411764,1,10
1565,18,0.7058823529411765,2,10
1566,18,0.7857142857142857,0,10
1567,18,0.5909090909090909,1,10
1568,18,0.4166666666666667,2,10
1569,18,0.8888888888888888,0,10
1570,18,0.5714285714285714,1,10
1571,18,0.7142857142857143,2,10
1572,18,0.42857142857142855,0,10
1573,18,0.75,1,10
1574,18,0.391304347826087,2,10
1575,18,0.8125,0,10
1576,18,0.7142857142857143,1,10
1577,18,0.6521739130434783,2,10
1578,18,0.6363636363636364,0,10
1579,18,0.7777777777777778,1,10
1580,18,0.8,2,10
1581,18,0.7142857142857143,0,10
1582,18,0.6363636363636364,1,10
1583,18,0.625,2,10
1584,18,0.8888888888888888,0,10
1585,18,0.5454545454545454,1,10
1586,18,0.8,2,10
1587,18,0.5263157894736842,0,10
1588,18,0.6666666666666666,1,10
1589,18,0.5652173913043478,2,10
1590,18,0.7368421052631579,0,18
1591,18,0.7619047619047619,1,18
1592,18,0.7,2,18
1593,18,0.7692307692307693,0,18
1594,18,0.5882352941176471,1,18
1595,18,0.47058823529411764,2,18
1596,18,0.7857142857142857,0,18
1597,18,0.5909090909090909,1,18
1598,18,0.5833333333333334,2,18
1599,18,0.7222222222222222,0,18
1600,18,0.47619047619047616,1,18
1601,18,0.6190476190476191,2,18
1602,18,0.38095238095238093,0,18
1603,18,0.5625,1,18
1604,18,0.7391304347826086,2,18
1605,18,0.875,0,18
1606,18,0.6190476190476191,1,18
1607,18,0.6956521739130435,2,18
1608,18,0.6818181818181818,0,18
1609,18,0.6111111111111112,1,18
1610,18,0.7,2,18
1611,18,0.8571428571428571,0,18
1612,18,0.5454545454545454,1,18
1613,18,0.6666666666666666,2,18
1614,18,0.7222222222222222,0,18
1615,18,0.5454545454545454,1,18
1616,18,0.75,2,18
1617,18,0.5263157894736842,0,18
1618,18,0.5555555555555556,1,18
1619,18,0.6521739130434783,2,18
1620,19,0.7058823529411765,0,2
1621,19,0.9285714285714286,1,2
1622,19,0.46153846153846156,2,2
1623,19,0.8181818181818182,0,2
1624,19,0.8571428571428571,1,2
1625,19,0.375,2,2
1626,19,0.8333333333333334,0,2
1627,19,1.0,1,2
1628,19,0.2727272727272727,2,2
1629,19,0.6,0,2
1630,19,0.7222222222222222,1,2
1631,19,0.45454545454545453,2,2
1632,19,0.7777777777777778,0,2
1633,19,1.0,1,2
1634,19,0.42857142857142855,2,2
1635,19,0.8333333333333334,0,2
1636,19,0.8947368421052632,1,2
1637,19,0.38461538461538464,2,2
1638,19,0.7333333333333333,0,2
1639,19,1.0,1,2
1640,19,0.125,2,2
1641,19,0.875,0,2
1642,19,0.9444444444444444,1,2
1643,19,0.16666666666666666,2,2
1644,19,0.8461538461538461,0,2
1645,19,0.9375,1,2
1646,19,0.26666666666666666,2,2
1647,19,0.5333333333333333,0,2
1648,19,0.8666666666666667,1,2
1649,19,0.14285714285714285,2,2
1650,19,0.8823529411764706,0,10
1651,19,0.6428571428571429,1,10
1652,19,0.6153846153846154,2,10
1653,19,0.7727272727272727,0,10
1654,19,0.8571428571428571,1,10
1655,19,0.375,2,10
1656,19,0.8333333333333334,0,10
1657,19,0.6,1,10
1658,19,0.5454545454545454,2,10
1659,19,0.8666666666666667,0,10
1660,19,0.9444444444444444,1,10
1661,19,0.0,2,10
1662,19,1.0,0,10
1663,19,0.7619047619047619,1,10
1664,19,0.42857142857142855,2,10
1665,19,0.9166666666666666,0,10
1666,19,0.631578947368421,1,10
1667,19,0.5384615384615384,2,10
1668,19,0.8666666666666667,0,10
1669,19,0.8461538461538461,1,10
1670,19,0.0,2,10
1671,19,0.875,0,10
1672,19,0.7222222222222222,1,10
1673,19,0.2777777777777778,2,10
1674,19,0.9230769230769231,0,10
1675,19,0.8125,1,10
1676,19,0.3333333333333333,2,10
1677,19,0.7333333333333333,0,10
1678,19,0.9333333333333333,1,10
1679,19,0.35714285714285715,2,10
1680,19,0.8823529411764706,0,18
1681,19,0.7857142857142857,1,18
1682,19,0.6153846153846154,2,18
1683,19,0.9090909090909091,0,18
1684,19,0.8571428571428571,1,18
1685,19,0.0,2,18
1686,19,0.7777777777777778,0,18
1687,19,0.5333333333333333,1,18
1688,19,0.36363636363636365,2,18
1689,19,0.8666666666666667,0,18
1690,19,0.8333333333333334,1,18
1691,19,0.36363636363636365,2,18
1692,19,1.0,0,18
1693,19,0.5714285714285714,1,18
1694,19,0.42857142857142855,2,18
1695,19,0.8333333333333334,0,18
1696,19,0.7368421052631579,1,18
1697,19,0.5384615384615384,2,18
1698,19,0.8666666666666667,0,18
1699,19,0.9230769230769231,1,18
1700,19,0.125,2,18
1701,19,0.75,0,18
1702,19,0.7777777777777778,1,18
1703,19,0.2222222222222222,2,18
1704,19,0.8461538461538461,0,18
1705,19,0.6875,1,18
1706,19,0.2,2,18
1707,19,0.7333333333333333,0,18
1708,19,0.9333333333333333,1,18
1709,19,0.21428571428571427,2,18
1710,20,0.6666666666666666,0,2
1711,20,0.0,1,2
1712,20,1.0,2,2
1713,20,0.7142857142857143,0,2
1714,20,0.0,1,2
1715,20,0.8888888888888888,2,2
1716,20,1.0,0,2
1717,20,0.0,1,2
1718,20,1.0,2,2
1719,20,0.875,0,2
1720,20,0.0,1,2
1721,20,0.9090909090909091,2,2
1722,20,0.8333333333333334,0,2
1723,20,0.0,1,2
1724,20,1.0,2,2
1725,20,0.6666666666666666,0,2
1726,20,0.0,1,2
1727,20,0.8666666666666667,2,2
1728,20,1.0,0,2
1729,20,0.0,1,2
1730,20,1.0,2,2
1731,20,0.8461538461538461,0,2
1732,20,0.0,1,2
1733,20,1.0,2,2
1734,20,1.0,0,2
1735,20,0.0,1,2
1736,20,1.0,2,2
1737,20,0.8888888888888888,0,2
1738,20,0.0,1,2
1739,20,1.0,2,2
1740,20,1.0,0,10
1741,20,0.42857142857142855,1,10
1742,20,0.8461538461538461,2,10
1743,20,1.0,0,10
1744,20,0.3,1,10
1745,20,0.8888888888888888,2,10
1746,20,1.0,0,10
1747,20,0.75,1,10
1748,20,0.7647058823529411,2,10
1749,20,0.625,0,10
1750,20,0.7142857142857143,1,10
1751,20,0.7272727272727273,2,10
1752,20,1.0,0,10
1753,20,0.625,1,10
1754,20,0.75,2,10
1755,20,0.5,0,10
1756,20,0.2,1,10
1757,20,0.9333333333333333,2,10
1758,20,0.6666666666666666,0,10
