,patient,accuracy,classifier
880,45,0.559322033898305,LDA
881,45,0.6271186440677966,LDA
882,45,0.6779661016949152,LDA
883,45,0.576271186440678,LDA
884,45,0.6779661016949152,LDA
885,45,0.6949152542372882,LDA
886,45,0.7457627118644068,LDA
887,45,0.6779661016949152,LDA
888,45,0.576271186440678,LDA
889,45,0.7627118644067796,LDA
890,45,0.5932203389830508,MLP
891,45,0.5932203389830508,MLP
892,45,0.6779661016949152,MLP
893,45,0.6610169491525424,MLP
894,45,0.7288135593220338,MLP
895,45,0.559322033898305,MLP
896,45,0.6610169491525424,MLP
897,45,0.6610169491525424,MLP
898,45,0.4576271186440678,MLP
899,45,0.6440677966101694,MLP
900,46,0.6111111111111112,LDA
901,46,0.5833333333333334,LDA
902,46,0.5,LDA
903,46,0.6388888888888888,LDA
904,46,0.6944444444444444,LDA
905,46,0.6666666666666666,LDA
906,46,0.625,LDA
907,46,0.5833333333333334,LDA
908,46,0.5833333333333334,LDA
909,46,0.6666666666666666,LDA
910,46,0.5277777777777778,MLP
911,46,0.5416666666666666,MLP
912,46,0.5277777777777778,MLP
913,46,0.5416666666666666,MLP
914,46,0.6388888888888888,MLP
915,46,0.6527777777777778,MLP
916,46,0.6111111111111112,MLP
917,46,0.625,MLP
918,46,0.5416666666666666,MLP
919,46,0.6388888888888888,MLP
920,47,0.6206896551724138,LDA
921,47,0.6379310344827587,LDA
922,47,0.6551724137931034,LDA
923,47,0.6206896551724138,LDA
924,47,0.6206896551724138,LDA
925,47,0.6896551724137931,LDA
926,47,0.6379310344827587,LDA
927,47,0.5517241379310345,LDA
928,47,0.6551724137931034,LDA
929,47,0.5517241379310345,LDA
930,47,0.5689655172413793,MLP
931,47,0.6724137931034483,MLP
932,47,0.5517241379310345,MLP
933,47,0.6379310344827587,MLP
934,47,0.603448275862069,MLP
935,47,0.7241379310344828,MLP
936,47,0.6724137931034483,MLP
937,47,0.5517241379310345,MLP
938,47,0.6206896551724138,MLP
939,47,0.5517241379310345,MLP
940,48,0.8166666666666667,LDA
941,48,0.8,LDA
942,48,0.8833333333333333,LDA
943,48,0.9166666666666666,LDA
944,48,0.9,LDA
945,48,0.9,LDA
946,48,0.9166666666666666,LDA
947,48,0.9,LDA
948,48,0.8333333333333334,LDA
949,48,0.8833333333333333,LDA
950,48,0.8166666666666667,MLP
951,48,0.85,MLP
952,48,0.8333333333333334,MLP
953,48,0.8333333333333334,MLP
954,48,0.85,MLP
955,48,0.8333333333333334,MLP
956,48,0.8666666666666667,MLP
957,48,0.85,MLP
958,48,0.8333333333333334,MLP
959,48,0.8166666666666667,MLP
960,49,0.5344827586206896,LDA
961,49,0.603448275862069,LDA
962,49,0.6551724137931034,LDA
963,49,0.7413793103448276,LDA
964,49,0.7068965517241379,LDA
965,49,0.7413793103448276,LDA
966,49,0.603448275862069,LDA
967,49,0.7068965517241379,LDA
968,49,0.5689655172413793,LDA
969,49,0.6379310344827587,LDA
970,49,0.5517241379310345,MLP
971,49,0.5689655172413793,MLP
972,49,0.7413793103448276,MLP
973,49,0.6724137931034483,MLP
974,49,0.6379310344827587,MLP
975,49,0.6206896551724138,MLP
976,49,0.5862068965517241,MLP
977,49,0.6379310344827587,MLP
978,49,0.6206896551724138,MLP
979,49,0.6551724137931034,MLP
980,50,0.6833333333333333,LDA
981,50,0.7333333333333333,LDA
982,50,0.5666666666666667,LDA
983,50,0.7166666666666667,LDA
984,50,0.5833333333333334,LDA
985,50,0.65,LDA
986,50,0.7333333333333333,LDA
987,50,0.65,LDA
988,50,0.5833333333333334,LDA
989,50,0.65,LDA
990,50,0.65,MLP
991,50,0.7666666666666667,MLP
992,50,0.5666666666666667,MLP
993,50,0.7,MLP
994,50,0.7166666666666667,MLP
995,50,0.6166666666666667,MLP
996,50,0.7333333333333333,MLP
997,50,0.65,MLP
998,50,0.6666666666666666,MLP
999,50,0.65,MLP
1000,51,0.5084745762711864,LDA
1001,51,0.5932203389830508,LDA
1002,51,0.4067796610169492,LDA
1003,51,0.6949152542372882,LDA
1004,51,0.5084745762711864,LDA
1005,51,0.559322033898305,LDA
1006,51,0.4915254237288136,LDA
1007,51,0.559322033898305,LDA
1008,51,0.5932203389830508,LDA
1009,51,0.5932203389830508,LDA
1010,51,0.4915254237288136,MLP
1011,51,0.4915254237288136,MLP
1012,51,0.4067796610169492,MLP
1013,51,0.6610169491525424,MLP
1014,51,0.5423728813559322,MLP
1015,51,0.5084745762711864,MLP
1016,51,0.5423728813559322,MLP
1017,51,0.4576271186440678,MLP
1018,51,0.4745762711864407,MLP
1019,51,0.6779661016949152,MLP
1020,52,0.7333333333333333,LDA
1021,52,0.7,LDA
1022,52,0.7666666666666667,LDA
1023,52,0.6,LDA
1024,52,0.7,LDA
1025,52,0.6833333333333333,LDA
1026,52,0.65,LDA
1027,52,0.6833333333333333,LDA
1028,52,0.6333333333333333,LDA
1029,52,0.7166666666666667,LDA
1030,52,0.7166666666666667,MLP
1031,52,0.6833333333333333,MLP
1032,52,0.6166666666666667,MLP
1033,52,0.5333333333333333,MLP
1034,52,0.7,MLP
1035,52,0.6833333333333333,MLP
1036,52,0.7166666666666667,MLP
1037,52,0.6333333333333333,MLP
1038,52,0.6166666666666667,MLP
1039,52,0.6833333333333333,MLP
